book_chapter_verse,gloss,lemma,normalized,book,chapter
ACT 24:24,After then days some having arrived - Felix with Drusilla the own wife being a Jewess he sent for - Paul and heard him concerning the in Christ Jesus faith,μετά δέ ἡμέρα τὶς παραγίνομαι ὁ Φῆλιξ σύν Δρούσιλλα ὁ ἴδιος γυνή εἰμί Ἰουδαῖος μεταπέμπω ὁ Παῦλος καί ἀκούω αὐτός περί ὁ εἰς Χριστός Ἰησοῦς πίστις,Μετά δέ ἡμέρας τινάς παραγενόμενος ὁ Φῆλιξ σύν Δρουσίλλῃ τῇ ἰδίᾳ γυναικί οὔσῃ Ἰουδαίᾳ μετεπέμψατο τόν Παῦλον καί ἤκουσεν αὐτοῦ περί τῆς εἰς Χριστόν Ἰησοῦν πίστεως,Acts,Acts 24
ACT 24:25,Reasoning then he concerning righteousness and self-control and the judgment - coming frightened having become - Felix answered For the present being go away opportunity then having found I will call for you,διαλέγομαι δέ αὐτός περί δικαιοσύνη καί ἐγκράτεια καί ὁ κρίμα ὁ μέλλω ἔμφοβος γίνομαι ὁ Φῆλιξ ἀποκρίνομαι ὁ νῦν ἔχω πορεύομαι καιρός δέ μεταλαμβάνω μετακαλέω σύ,διαλεγομένου δέ αὐτοῦ περί δικαιοσύνης καί ἐγκρατείας καί τοῦ κρίματος τοῦ μέλλοντος ἔμφοβος γενόμενος ὁ Φῆλιξ ἀπεκρίθη Τό νῦν ἔχον πορεύου καιρόν δέ μεταλαβών μετακαλέσομαι σε,Acts,Acts 24
ACT 24:26,At the same time also he is hoping that riches will be given him by - Paul Therefore also often him sending for he was talking with him,ἅμα καί ἐλπίζω ὅτι χρῆμα δίδωμι αὐτός ὑπό ὁ Παῦλος διό καί πυκνός αὐτός μεταπέμπω ὁμιλέω αὐτός,ἅμα καί ἐλπίζων ὅτι χρήματα δοθήσεται αὐτῷ ὑπό τοῦ Παύλου διό καί πυκνότερον αὐτόν μεταπεμπόμενος ὡμίλει αὐτῷ,Acts,Acts 24
ACT 24:27,Two years however having been completed received [as] successor - Felix Porcius Festus wishing then favor to acquire for himself with the Jews - Felix left - Paul imprisoned,διετία δέ πληρόω λαμβάνω διάδοχος ὁ Φῆλιξ Πόρκιος Φῆστος θέλω τέ χάρις κατατίθημι ὁ Ἰουδαῖος ὁ Φῆλιξ καταλείπω ὁ Παῦλος δέω,Διετίας δέ πληρωθείσης ἔλαβεν διάδοχον ὁ Φῆλιξ Πόρκιον Φῆστον θέλων τε χάριτα καταθέσθαι τοῖς Ἰουδαίοις ὁ Φῆλιξ κατέλιπε τόν Παῦλον δεδεμένον,Acts,Acts 24
ACT 24:3,in every way both and everywhere we gladly accept [it] most excellent Felix with all thankfulness,πάντῃ τέ καί πανταχοῦ ἀποδέχομαι κράτιστος Φῆλιξ μετά πᾶς εὐχαριστία,πάντῃ τε καί πανταχοῦ ἀποδεχόμεθα κράτιστε Φῆλιξ μετά πάσης εὐχαριστίας,Acts,Acts 24
ACT 24:4,In order that however not to any longer you I should be a hindrance I implore to hear you us briefly [in] your kindness,ἵνα δέ μή ἐπί πολύς σύ ἐγκόπτω παρακαλέω ἀκούω σύ ἐγώ συντόμως ὁ σός ἐπιείκεια,ἵνα δέ μή ἐπί πλεῖον σε ἐνκόπτω παρακαλῶ ἀκοῦσαι σε ἡμῶν συντόμως τῇ σῇ ἐπιεικείᾳ,Acts,Acts 24
ACT 24:5,Having found for the man this a pest and stirring insurrection among all the Jews - in the world a leader then of the of the Nazarenes sect,εὑρίσκω γάρ ὁ ἀνήρ οὗτος λοιμός (II) καί κινέω στάσις πᾶς ὁ Ἰουδαῖος ὁ κατά ὁ οἰκουμένη πρωτοστάτης τέ ὁ ὁ Ναζωραῖος αἵρεσις,εὑρόντες γάρ τόν ἄνδρα τοῦτον λοιμόν καί κινοῦντα στάσεις πᾶσιν τοῖς Ἰουδαίοις τοῖς κατά τήν οἰκουμένην πρωτοστάτην τε τῆς τῶν Ναζωραίων αἱρέσεως,Acts,Acts 24
ACT 24:6,who even the temple attempted to profane whom also we seized,ὅς καί ὁ ἱερός πειράζω βεβηλόω ὅς καί κρατέω,ὅς καί τό ἱερόν ἐπείρασεν βεβηλῶσαι ὅν καί ἐκρατήσαμεν,Acts,Acts 24
ACT 24:8,From him you will be able yourself having examined [him] concerning all these things to know of which we accuse him,παρά ὅς δύναμαι αὐτός ἀνακρίνω περί πᾶς οὗτος ἐπιγινώσκω ὅς ἐγώ κατηγορέω αὐτός,παρ’ οὗ δυνήσῃ αὐτός ἀνακρίνας περί πάντων τούτων ἐπιγνῶναι ὧν ἡμεῖς κατηγοροῦμεν αὐτοῦ,Acts,Acts 24
ACT 24:9,Agreed then also the Jews declaring these things so to be,συνεπιτίθημι δέ καί ὁ Ἰουδαῖος φάσκω οὗτος οὕτω ἔχω,συνεπέθεντο δέ καί οἱ Ἰουδαῖοι φάσκοντες ταῦτα οὕτως ἔχειν,Acts,Acts 24
ACT 25:1,Festus therefore having arrived in the province after three days he went up to Jerusalem from Caesarea,Φῆστος οὖν ἐπιβαίνω ὁ ἐπάρχειος μετά τρεῖς ἡμέρα ἀναβαίνω εἰς Ἱεροσόλυμα ἀπό Καισάρεια,Φῆστος οὖν ἐπιβάς τῇ ἐπαρχείῳ μετά τρεῖς ἡμέρας ἀνέβη εἰς Ἱεροσόλυμα ἀπό Καισαρίας,Acts,Acts 25
ACT 25:10,Said then - Paul Standing before the judgment seat of Caesar I am where me it behooves to be judged To [the] Jews nothing I have done wrong as also you very well know,λέγω δέ ὁ Παῦλος ἵστημι ἐπί ὁ βῆμα Καῖσαρ εἰμί οὗ ἐγώ δεῖ κρίνω Ἰουδαῖος οὐδείς ἀδικέω ὡς καί σύ καλός ἐπιγινώσκω,εἶπεν δέ ὁ Παῦλος Ἑστώς ἐπί τοῦ βήματος Καίσαρος εἰμι οὗ με δεῖ κρίνεσθαι Ἰουδαίους οὐδέν ἠδίκηκα ὡς καί σύ κάλλιον ἐπιγινώσκεις,Acts,Acts 25
ACT 25:11,If indeed therefore I do wrong and worthy of death have done anything not I do refuse - to die If however nothing there is of which they [can] accuse me no one me can to them give up To Caesar I appeal,εἰ μέν οὖν ἀδικέω καί ἄξιος θάνατος πράσσω τὶς οὐ παραιτέομαι ὁ ἀποθνῄσκω εἰ δέ οὐδείς εἰμί ὅς οὗτος κατηγορέω ἐγώ οὐδείς ἐγώ δύναμαι αὐτός χαρίζομαι Καῖσαρ ἐπικαλέω,εἰ μέν οὖν ἀδικῶ καί ἄξιον θανάτου πέπραχα τι οὐ παραιτοῦμαι τό ἀποθανεῖν εἰ δέ οὐδέν ἐστιν ὧν οὗτοι κατηγοροῦσιν μου οὐδείς με δύναται αὐτοῖς χαρίσασθαι Καίσαρα ἐπικαλοῦμαι,Acts,Acts 25
ACT 25:12,Then - Festus having conferred with the Council answered To Caesar You have appealed to Caesar you will go,τότε ὁ Φῆστος συλλαλέω μετά ὁ συμβούλιον ἀποκρίνομαι Καῖσαρ ἐπικαλέω ἐπί Καῖσαρ πορεύομαι,τότε ὁ Φῆστος συνλαλήσας μετά τοῦ συμβουλίου ἀπεκρίθη Καίσαρα ἐπικέκλησαι ἐπί Καίσαρα πορεύσῃ,Acts,Acts 25
ACT 25:13,Days now having passed some Agrippa the king and Bernice came down to Caesarea greeting - Festus,ἡμέρα δέ διαγίνομαι τὶς Ἀγρίππας ὁ βασιλεύς καί Βερνίκη καταντάω εἰς Καισάρεια ἀσπάζομαι ὁ Φῆστος,Ἠμερῶν δέ διαγενομένων τινῶν Ἀγρίππας ὁ βασιλεύς καί Βερνίκη κατήντησαν εἰς Καισαρίαν ἀσπασάμενοι τόν Φῆστον,Acts,Acts 25
ACT 25:14,As now many days they stayed there - Festus the king laid before the things relating to - Paul saying A man certain there is left by Felix [as] a prisoner,ὡς δέ πολύς ἡμέρα διατρίβω ἐκεῖ ὁ Φῆστος ὁ βασιλεύς ἀνατίθημι ὁ κατά ὁ Παῦλος λέγω ἀνήρ τὶς εἰμί καταλείπω ὑπό Φῆλιξ δέσμιος,ὡς δέ πλείους ἡμέρας διέτριβον ἐκεῖ ὁ Φῆστος τῷ βασιλεῖ ἀνέθετο τά κατά τόν Παῦλον λέγων Ἀνήρ τίς ἐστιν καταλελειμμένος ὑπό Φήλικος δέσμιος,Acts,Acts 25
ACT 25:15,concerning whom having been my in Jerusalem made a presentation the chief priests and the elders of the Jews asking against him judgment,περί ὅς γίνομαι ἐγώ εἰς Ἱεροσόλυμα ἐμφανίζω ὁ ἀρχιερεύς καί ὁ πρεσβύτερος ὁ Ἰουδαῖος αἰτέω κατά αὐτός καταδίκη,περί οὗ γενομένου μου εἰς Ἱεροσόλυμα ἐνεφάνισαν οἱ ἀρχιερεῖς καί οἱ πρεσβύτεροι τῶν Ἰουδαίων αἰτούμενοι κατ’ αὐτοῦ καταδίκην,Acts,Acts 25
ACT 25:16,to whom I answered that not it is [the] custom with Romans to give up any man before that the [one] being accused to face may have [it] the accusers [the] opportunity and of defense he may have concerning the accusation,πρός ὅς ἀποκρίνομαι ὅτι οὐ εἰμί ἔθος Ῥωμαῖος χαρίζομαι τὶς ἄνθρωπος πρίν ἤ ὁ κατηγορέω κατά πρόσωπον ἔχω ὁ κατήγορος τόπος τέ ἀπολογία λαμβάνω περί ὁ ἔγκλημα,πρός οὕς ἀπεκρίθην ὅτι οὐκ ἔστιν ἔθος Ῥωμαίοις χαρίζεσθαι τινα ἄνθρωπον πρίν ἤ ὁ κατηγορούμενος κατά πρόσωπον ἔχοι τούς κατηγόρους τόπον τε ἀπολογίας λάβοι περί τοῦ ἐγκλήματος,Acts,Acts 25
ACT 25:17,Having come together therefore here delay no having made the next [day] having sat on the judgment seat I commanded to be brought the man,συνέρχομαι οὖν ἐνθάδε ἀναβολή μηδείς ποιέω ὁ ἑξῆς καθίζω ἐπί ὁ βῆμα κελεύω ἄγω ὁ ἀνήρ,συνελθόντων οὖν ἐνθάδε ἀναβολήν μηδεμίαν ποιησάμενος τῇ ἑξῆς καθίσας ἐπί τοῦ βήματος ἐκέλευσα ἀχθῆναι τόν ἄνδρα,Acts,Acts 25
ACT 25:18,concerning whom having stood up the accusers no charge were bringing of which I was expecting crimes,περί ὅς ἵστημι ὁ κατήγορος οὐδείς αἰτία φέρω ὅς ἐγώ ὑπονοέω πονηρός,περί οὗ σταθέντες οἱ κατήγοροι οὐδεμίαν αἰτίαν ἔφερον ὧν ἐγώ ὑπενόουν πονηρῶν,Acts,Acts 25
ACT 25:19,Questions however certain concerning the own religion they had against him and concerning a certain Jesus having been dead whom was affirming - Paul to be alive,ζήτημα δέ τὶς περί ὁ ἴδιος δεισιδαιμονία ἔχω πρός αὐτός καί περί τὶς Ἰησοῦς θνῄσκω ὅς φάσκω ὁ Παῦλος ζάω,ζητήματα δέ τινα περί τῆς ἰδίας δεισιδαιμονίας εἶχον πρός αὐτόν καί περί τινος Ἰησοῦ τεθνηκότος ὅν ἔφασκεν ὁ Παῦλος ζῆν,Acts,Acts 25
ACT 25:2,Made a presentation before then him the chief priests and the chiefs of the Jews against - Paul and they were begging him,ἐμφανίζω τέ αὐτός ὁ ἀρχιερεύς καί ὁ πρῶτος ὁ Ἰουδαῖος κατά ὁ Παῦλος καί παρακαλέω αὐτός,ἐνεφάνισαν τε αὐτῷ οἱ ἀρχιερεῖς καί οἱ πρῶτοι τῶν Ἰουδαίων κατά τοῦ Παύλου καί παρεκάλουν αὐτόν,Acts,Acts 25
ACT 25:20,Being perplexed now I - concerning this inquiry was asking if he was willing to go to Jerusalem and there to be judged concerning these things,ἀπορέω δέ ἐγώ ὁ περί οὗτος ζήτησις λέγω εἰ βούλομαι πορεύομαι εἰς Ἱεροσόλυμα κἀκεῖ κρίνω περί οὗτος,ἀπορούμενος δέ ἐγώ τήν περί τούτων ζήτησιν ἔλεγον εἰ βούλοιτο πορεύεσθαι εἰς Ἱεροσόλυμα κἀκεῖ κρίνεσθαι περί τούτων,Acts,Acts 25
ACT 25:21,- But of Paul having appealed for to be kept himself for the - Emperor's decision I commanded to be kept him until that I might send him to Caesar,ὁ δέ Παῦλος ἐπικαλέω τηρέω αὐτός εἰς ὁ ὁ σεβαστός διάγνωσις κελεύω τηρέω αὐτός ἕως ὅς ἀναπέμπω αὐτός πρός Καῖσαρ,τοῦ δέ Παύλου ἐπικαλεσαμένου τηρηθῆναι αὐτόν εἰς τήν τοῦ Σεβαστοῦ διάγνωσιν ἐκέλευσα τηρεῖσθαι αὐτόν ἕως οὗ ἀναπέμψω αὐτόν πρός Καίσαρα,Acts,Acts 25
ACT 25:22,Agrippa then [said] to - Festus I have been wanting also myself the man to hear Tomorrow he says you will hear him,Ἀγρίππας δέ πρός ὁ Φῆστος βούλομαι καί αὐτός ὁ ἄνθρωπος ἀκούω αὔριον φημί ἀκούω αὐτός,Ἀγρίππας δέ πρός τόν Φῆστον Ἐβουλόμην καί αὐτός τοῦ ἀνθρώπου ἀκοῦσαι Αὔριον φησίν ἀκούσῃ αὐτοῦ,Acts,Acts 25
